source,title,speaking
BRONKS,Bronks,Bronks
BRRYLI XHAKAJ,Brryli Xhakaj,Brryli Xhakaj
BRUKSELI,Brukseli,Brukseli
BRUQVE,Bruqve,Bruqve
BRUS I PARË,Brus I Parë,Brus I Pare
BRUSI I DYTË,Brusi I Dytë,Brusi I Dyte
BUBECI,Bubeci,Bubeci
BUBULINA,Bubulina,Bubulina
BUBULLINA,Bubullina,Bubullina
BUCAKU,Bucaku,Bucaku
BUDAKOVA,Budakova,Budakova
BUDAPESTI,Budapesti,Budapesti
BUDRIKA,Budrika,Budrika
BUDUCNOST,Buducnost,Buducnost
BUDURI,Buduri,Buduri
BUFAJ,Bufaj,Bufaj
BUGAQAJ,Bugaqaj,Bugaqaj
BUGJAKU,Bugjaku,Bugjaku
BUGUROJCA,Bugurojca,Bugurojca
BUJANI,Bujani,Bujani
BUJANOCI,Bujanoci,Bujanoci
BUJANOVAČKA,Bujanovačka,Bujanovacka
BUJANOVCI,Bujanovci,Bujanovci
BUJAR BUZHALA,Bujar Buzhala,Bujar Buzhala
BUJAR GODENI,Bujar Godeni,Bujar Godeni
BUJAR HIMAJ,Bujar Himaj,Bujar Himaj
BUJAR ISAJA,Bujar Isaja,Bujar Isaja
BUJAR KRASNIQI,Bujar Krasniqi,Bujar Krasniqi
BUJAR MIFTARI,Bujar Miftari,Bujar Miftari
BUJAR PLLANA,Bujar Pllana,Bujar Pllana
BUJAR POLLOMI,Bujar Pollomi,Bujar Pollomi
BUJAR ROKA,Bujar Roka,Bujar Roka
BUJAR SALIHU,Bujar Salihu,Bujar Salihu
BUJAR SYLA,Bujar Syla,Bujar Syla
BUJAR THAÇI,Bujar Thaçi,Bujar Thaci
BUJAR VISOQI,Bujar Visoqi,Bujar Visoqi
BUJARIA,Bujaria,Bujaria
BUJARIA 2001,Bujaria 2001,Bujaria 2001
BUJARIA 99,Bujaria 99,Bujaria 99
BUJARIA HASJANE,Bujaria Hasjane,Bujaria Hasjane
BUJARËT,Bujarët,Bujaret
BUKOVAČKA,Bukovačka,Bukovacka
BUKOVISHTA E DYTE,Bukovishta e Dyte,Bukovishta e Dyte
BUKOVISHTA E PARË,Bukovishta e Parë,Bukovishta e Pare
BUKURIE BEQIRI,Bukurie Beqiri,Bukurie Beqiri
BULEVAR,Bulevar,Bulevar
BULLAJ,Bullaj,Bullaj
BULLAKAJT,Bullakajt,Bullakajt
BULQIZA,Bulqiza,Bulqiza
BUNA,Buna,Buna
BUNA,Buna,Buna
BUNARI,Bunari,Bunari
BUNARI I FSHATIT,Bunari I Fshatit,Bunari I Fshatit
BUNARI I PARË,Bunari I Parë,Bunari I Pare
BUNARI I VJETËR,Bunari I Vjetër,Bunari I Vjeter
BUNARISHTA,Bunarishta,Bunarishta
BUNARIT,Bunarit,Bunarit
BUNARSKA,Bunarska,Bunarska
BUNARËT E MIRË,Bunarët e Mirë,Bunaret e Mire
BUNGU,Bungu,Bungu
BUNJAJ,Bunjaj,Bunjaj
BUNJAKU,Bunjaku,Bunjaku
BUQALLA,Buqalla,Buqalla
BUQEZËT,Buqezët,Buqezet
BURHAN BADIVUKU,Burhan Badivuku,Burhan Badivuku
BURHAN ZENELI,Burhan Zeneli,Burhan Zeneli
BURIM BEHRAMI,Burim Behrami,Burim Behrami
BURIM ELSHANI,Burim Elshani,Burim Elshani
BURIM GRAJÇEVCI,Burim Grajçevci,Burim Grajcevci
BURIM HAMZA,Burim Hamza,Burim Hamza
BURIM HATIPI,Burim Hatipi,Burim Hatipi
BURIM HOXHA,Burim Hoxha,Burim Hoxha
BURIM MULI,Burim Muli,Burim Muli
BURIM MUSTAFAJ,Burim Mustafaj,Burim Mustafaj
BURIM REXHA,Burim Rexha,Burim Rexha
BURIM SHALA,Burim Shala,Burim Shala
BURIM VITIA,Burim Vitia,Burim Vitia
BURIM ZABELI,Burim Zabeli,Burim Zabeli
BURIMET,Burimet,Burimet
BURIMET E ËMBLA,Burimet e Ëmbla,Burimet e Embla
BURIMI,Burimi,Burimi
BURIMI I FSHATIT,Burimi I Fshatit,Burimi I Fshatit
BURIMI I UJIT,Burimi I Ujit,Burimi I Ujit
BURIMI TERMAL,Burimi Termal,Burimi Termal
BURRNIKU,Burrniku,Burrniku
BURSA,Bursa,Bursa
BUSH SFEQLA,Bush Sfeqla,Bush Sfeqla
BUSHATASIT,Bushatasit,Bushatasit
BUSHATI,Bushati,Bushati
BUSHATLINJTË,Bushatlinjtë,Bushatlinjte
BUSHATLLINJTË,Bushatllinjtë,Bushatllinjte
BUTOVCI,Butovci,Butovci
BUTRINTI,Butrinti,Butrinti
BUZHALA,Buzhala,Buzhala
BUZHALAJT,Buzhalajt,Buzhalajt
BUZË DRINI,Buzë Drini,Buze Drini
BUZË LLAPI,Buzë Llapi,Buze Llapi
BUZË MALI,Buzë Mali,Buze Mali
BUÇINCA,Buçinca,Bucinca
BYLBYL BREÇANI,Bylbyl Breçani,Bylbyl Brecani
BYLBYL SHEHU,Bylbyl Shehu,Bylbyl Shehu
BYLISI,Bylisi,Bylisi
BYLMETI,Bylmeti,Bylmeti
BYQMETI,Byqmeti,Byqmeti
BYRHAN SHPORTA,Byrhan Shporta,Byrhan Shporta
BYTYQI,Bytyqi,Bytyqi
BËRBATOVCI,Bërbatovci,Berbatovci
BËRVENIKU,Bërveniku,Berveniku
BİRLİK,Bi̇rli̇k,Bi̇rli̇k
CAK BAJRAMI,Cak Bajrami,Cak Bajrami
CAKAJ,Cakaj,Cakaj
CAKOLLI,Cakolli,Cakolli
CAN BERISHA,Can Berisha,Can Berisha
CAN BOJKU,Can Bojku,Can Bojku
CANAJT,Canajt,Canajt
CANI,Cani,Cani
CANË MEMAJ,Canë Memaj,Cane Memaj
CANË TISHUKAJ,Canë Tishukaj,Cane Tishukaj
CAR DUSHAN,Car Dushan,Car Dushan
CAR DUŠAN,Car Dušan,Car Dusan
CAR LAZAR,Car Lazar,Car Lazar
CARA DUŠANA,Cara Dušana,Cara Dusana
CARA KONSTANTINA,Cara Konstantina,Cara Konstantina
CARA LAZARA,Cara Lazara,Cara Lazara
CARA NIKOLAJA,Cara Nikolaja,Cara Nikolaja
CARA UROŠA,Cara Uroša,Cara Urosa
CARICA MILICA,Carica Milica,Carica Milica
CARICE MILICE,Carice Milice,Carice Milice
CARICE MLICE,Carice Mlice,Carice Mlice
CARIGRADSKA,Carigradska,Carigradska
CARRALEVA,Carraleva,Carraleva
CELULA E UÇK,Celula e Uçk,Celula e Uck
CEN BALAJ,Cen Balaj,Cen Balaj
CEN DUGOLLI,Cen Dugolli,Cen Dugolli
CEN LOKU,Cen Loku,Cen Loku
CEN MAXHUNI,Cen Maxhuni,Cen Maxhuni
CEN MUHAXHERI,Cen Muhaxheri,Cen Muhaxheri
CENTAR,Centar,Centar
CENË BAJRAM DACI,Cenë Bajram Daci,Cene Bajram Daci
CENË DUGOLLI,Cenë Dugolli,Cene Dugolli
CENË GJ. TETAJ,Cenë Gj. Tetaj,Cene Gj. Tetaj
CENË IMERI,Cenë Imeri,Cene Imeri
CENË RYSHYTI,Cenë Ryshyti,Cene Ryshyti
CENË STANTËRGU,Cenë Stantërgu,Cene Stantergu
CERSKA,Cerska,Cerska
CETINJSKA,Cetinjska,Cetinjska
COL BAJRAKTARI,Col Bajraktari,Col Bajraktari
COL DELIA,Col Delia,Col Delia
COL SHALA,Col Shala,Col Shala
CRNOGORSKA,Crnogorska,Crnogorska
CUCA MALVE,Cuca Malve,Cuca Malve
CUFË BRAHIMI,Cufë Brahimi,Cufe Brahimi
CUMHURİYET,Cumhuri̇yet,Cumhuri̇yet
CUNGAJAVE,Cungajave,Cungajave
CURRAJ,Curraj,Curraj
CURRAJT,Currajt,Currajt
CVILJEN,Cviljen,Cviljen
CYRIHU,Cyrihu,Cyrihu
CËRRNUSHA,Cërrnusha,Cerrnusha
DA VINQI,Da Vinqi,Da Vinqi
DAFINETI,Dafineti,Dafineti
DAH POLLOSHKA,Dah Polloshka,Dah Polloshka
DAJTI,Dajti,Dajti
DAK KOZHICA,Dak Kozhica,Dak Kozhica
DAKOLLI,Dakolli,Dakolli
DAKËS,Dakës,Dakes
DALINA,Dalina,Dalina
DALIP ALSHIQI,Dalip Alshiqi,Dalip Alshiqi
DALIP MALOKU,Dalip Maloku,Dalip Maloku
DALLMATIA,Dallmatia,Dallmatia
DALMATËT,Dalmatët,Dalmatet
DAMASTIONI,Damastioni,Damastioni
DAN BELLAGOSHI,Dan Bellagoshi,Dan Bellagoshi
DAN DOROCI,Dan Doroci,Dan Doroci
DAN FEJZA,Dan Fejza,Dan Fejza
DAN GAVAZI,Dan Gavazi,Dan Gavazi
DAN HAXHIU,Dan Haxhiu,Dan Haxhiu
DAN HYSENI,Dan Hyseni,Dan Hyseni
DAN MUQA,Dan Muqa,Dan Muqa
DAN NEBIHI,Dan Nebihi,Dan Nebihi
DAN RETIJA,Dan Retija,Dan Retija
DAN SHABANI,Dan Shabani,Dan Shabani
DAN SINANI,Dan Sinani,Dan Sinani
DAN SPAHIU,Dan Spahiu,Dan Spahiu
DAN ZATRIQI,Dan Zatriqi,Dan Zatriqi
DANAJ,Danaj,Danaj
DANIEL DEFO,Daniel Defo,Daniel Defo
DANILA KIŠA,Danila Kiša,Danila Kisa
DANUSH DESTANI,Danush Destani,Danush Destani
DARDANA,Dardana,Dardana
DARDANIA,Dardania,Dardania
DARDANIA,Dardania,Dardania
DARDANIA ANTIKE,Dardania Antike,Dardania Antike
DARDANËT,Dardanët,Dardanet
DARDANËVE,Dardanëve,Dardaneve
DARDHA BINJAKE,Dardha Binjake,Dardha Binjake
DARDHA E POJATËS,Dardha e Pojatës,Dardha e Pojates
DARDHA E ZEZË,Dardha e Zezë,Dardha e Zeze
DARDHA ILIRE,Dardha Ilire,Dardha Ilire
DARDHAT,Dardhat,Dardhat
DARDHAVE,Dardhave,Dardhave
DARDHISHTA,Dardhishta,Dardhishta
DARDHËS,Dardhës,Dardhes
DASARETËT,Dasaretët,Dasaretet
DASH GJIDODA,Dash Gjidoda,Dash Gjidoda
DASHMIR KRASNIQI,Dashmir Krasniqi,Dashmir Krasniqi
DASHNOR XËRXA,Dashnor Xërxa,Dashnor Xerxa
DASHO SHKRELI,Dasho Shkreli,Dasho Shkreli
DASMA HASJANE,Dasma Hasjane,Dasma Hasjane
DAUT  DAUTI,Daut  Dauti,Daut  Dauti
DAUT ALIÇKAJ E ARMEND DACAJ,Daut Aliçkaj e Armend Dacaj,Daut Alickaj e Armend Dacaj
DAUT AVDIU,Daut Avdiu,Daut Avdiu
DAUT B MUSTAFA,Daut B Mustafa,Daut B Mustafa
DAUT BEKTESHI,Daut Bekteshi,Daut Bekteshi
DAUT CAKAJ,Daut Cakaj,Daut Cakaj
DAUT DAUTI,Daut Dauti,Daut Dauti
DAUT DERVISHI,Daut Dervishi,Daut Dervishi
DAUT DHE ADEM RAKOCI,Daut Dhe Adem Rakoci,Daut Dhe Adem Rakoci
DAUT E GJYMSHIT THAÇI,Daut e Gjymshit Thaçi,Daut e Gjymshit Thaci
DAUT HALILAJ,Daut Halilaj,Daut Halilaj
DAUT HASANI,Daut Hasani,Daut Hasani
DAUT HASHANI,Daut Hashani,Daut Hashani
DAUT IMERI,Daut Imeri,Daut Imeri
DAUT JASHARI,Daut Jashari,Daut Jashari
DAUT JUSA,Daut Jusa,Daut Jusa
DAUT KELMENDI,Daut Kelmendi,Daut Kelmendi
DAUT LOSHI,Daut Loshi,Daut Loshi
DAUT OSAJ,Daut Osaj,Daut Osaj
DAUT OSMANI,Daut Osmani,Daut Osmani
DAUT REXHEPALLARI,Daut Rexhepallari,Daut Rexhepallari
DAUT SADIKU,Daut Sadiku,Daut Sadiku
DAUT SEJDI MALIQI,Daut Sejdi Maliqi,Daut Sejdi Maliqi
DAUT SELMANI,Daut Selmani,Daut Selmani
DAUT SHERIFI,Daut Sherifi,Daut Sherifi
DAUT SOPA,Daut Sopa,Daut Sopa
DAUT ZAGRAGJA,Daut Zagragja,Daut Zagragja
DAUT ZEKAJ,Daut Zekaj,Daut Zekaj
DAUT ZENUNI,Daut Zenuni,Daut Zenuni
DAUTAJ,Dautaj,Dautaj
DAUTVE,Dautve,Dautve
DAÇAJ,Daçaj,Dacaj
DAÇKA,Daçka,Dacka
DE RADA,De Rada,De Rada
DEA,Dea,Dea
DEBULLDEHU,Debulldehu,Debulldehu
DEDINCA,Dedinca,Dedinca
DEDUFI,Dedufi,Dedufi
DEDË GJO LULI,Dedë Gjo Luli,Dede Gjo Luli
DEDË GJON LULI,Dedë Gjon Luli,Dede Gjon Luli
DEDË GJON RADI,Dedë Gjon Radi,Dede Gjon Radi
DEDË LLESHI,Dedë Lleshi,Dede Lleshi
DEDË S BERISHA,Dedë S Berisha,Dede S Berisha
DEJA,Deja,Deja
DEJAN VEČEVIĆ,Dejan Večević,Dejan Vecevic
DEJANA STOILJKOVIĆA,Dejana Stoiljkovića,Dejana Stoiljkovica
DEJATI,Dejati,Dejati
DEJKOCI,Dejkoci,Dejkoci
DELI AZEM GEGA,Deli Azem Gega,Deli Azem Gega
DELI DELIU,Deli Deliu,Deli Deliu
DELI DHE RABIJE JUSUFI,Deli Dhe Rabije Jusufi,Deli Dhe Rabije Jusufi
DELI E ALI RASHICA,Deli e Ali Rashica,Deli e Ali Rashica
DELI HODA,Deli Hoda,Deli Hoda
DELI KLINAKU,Deli Klinaku,Deli Klinaku
DELI MULAJ,Deli Mulaj,Deli Mulaj
DELI PAJAZITI,Deli Pajaziti,Deli Pajaziti
DELI QORRAJ,Deli Qorraj,Deli Qorraj
DELI REXHA,Deli Rexha,Deli Rexha
DELVINA,Delvina,Delvina
DEMAJT,Demajt,Demajt
DEMHASAJ,Demhasaj,Demhasaj
DEMIR AHMETAJ,Demir Ahmetaj,Demir Ahmetaj
DEMIR AHMETI,Demir Ahmeti,Demir Ahmeti
DEMIR DEMIRAJ,Demir Demiraj,Demir Demiraj
DEMIR DESTANI,Demir Destani,Demir Destani
DEMIR FUGA,Demir Fuga,Demir Fuga
DEMIR GUCATI,Demir Gucati,Demir Gucati
DEMIR HALILI,Demir Halili,Demir Halili
DEMIR HAMËZA,Demir Hamëza,Demir Hameza
DEMIR LLULLA,Demir Llulla,Demir Llulla
DEMIR VITIA,Demir Vitia,Demir Vitia
DEMIRICA,Demirica,Demirica
DEMIROVCI,Demirovci,Demirovci
DEMKOVCI,Demkovci,Demkovci
DEMOKRACIA,Demokracia,Demokracia
DEMOKRACIS,Demokracis,Demokracis
DEMOLLI,Demolli,Demolli
DEMONSTRATAT,Demonstratat,Demonstratat
DEMONSTRATAT E ZHURIT,Demonstratat e Zhurit,Demonstratat e Zhurit
DEMOSTRATAT E MARSIT,Demostratat e Marsit,Demostratat e Marsit
DEMOSTRATAVE,Demostratave,Demostratave
DEMUSH BARDHECAJ,Demush Bardhecaj,Demush Bardhecaj
DEMUSH BLAKAJ,Demush Blakaj,Demush Blakaj
DEMUSH JETISHI,Demush Jetishi,Demush Jetishi
DEMUSH LATA,Demush Lata,Demush Lata
DEMUSH NEZIRI,Demush Neziri,Demush Neziri
DEMUSH RAMA,Demush Rama,Demush Rama
DEMUSH TAHA,Demush Taha,Demush Taha
DEMË AHMETI,Demë Ahmeti,Deme Ahmeti
DEMË ALI POZHARI,Demë Ali Pozhari,Deme Ali Pozhari
DEMË DANA,Demë Dana,Deme Dana
DEMË DAUTAJ,Demë Dautaj,Deme Dautaj
DEMË KOLOLLI,Demë Kololli,Deme Kololli
DEMË SHALA,Demë Shala,Deme Shala
DEMË ZENELI,Demë Zeneli,Deme Zeneli
DEMİRCİ,Demi̇rci̇,Demi̇rci̇
DERE,Dere,Dere
DERGUT VOKSHI,Dergut Vokshi,Dergut Vokshi
DERVISH AZEMI,Dervish Azemi,Dervish Azemi
DERVISH BOSHTRAJ,Dervish Boshtraj,Dervish Boshtraj
DERVISH BRAHA,Dervish Braha,Dervish Braha
DERVISH BUJARI,Dervish Bujari,Dervish Bujari
DERVISH CARA,Dervish Cara,Dervish Cara
DERVISH HIMA,Dervish Hima,Dervish Hima
DERVISH HYSENI,Dervish Hyseni,Dervish Hyseni
DERVISH KOPRIVA,Dervish Kopriva,Dervish Kopriva
DERVISH MAHMUTI,Dervish Mahmuti,Dervish Mahmuti
DERVISH ROZHAJA,Dervish Rozhaja,Dervish Rozhaja
DERVISH SALIHU,Dervish Salihu,Dervish Salihu
DERVISH SELIMI,Dervish Selimi,Dervish Selimi
DERVISH SHAQA,Dervish Shaqa,Dervish Shaqa
DERVISH SYLA,Dervish Syla,Dervish Syla
DERVISH SYLAJ,Dervish Sylaj,Dervish Sylaj
DERVISH ÇOLLAKU,Dervish Çollaku,Dervish Collaku
DERVISHOLLI,Dervisholli,Dervisholli
DESANKA MAKSIMOVIQ,Desanka Maksimoviq,Desanka Maksimoviq
DESANKA MAKSIMOVIĆ,Desanka Maksimović,Desanka Maksimovic
DESANKA MAKSIMOVIČ,Desanka Maksimovič,Desanka Maksimovic
DESANKE MAKSIMOVIĆ,Desanke Maksimović,Desanke Maksimovic
DESANKE MAKSIMOVIČ,Desanke Maksimovič,Desanke Maksimovic
DESANKE MAKSIMOVIĆ,Desanke Maksimović,Desanke Maksimovic
DESARIOTI,Desarioti,Desarioti
DESHMORI I JANARIT,Deshmori I Janarit,Deshmori I Janarit
DESHMORËT E LIRISË,Deshmorët e Lirisë,Deshmoret e Lirise
DESHTICA,Deshtica,Deshtica
DESPOTA STEFANA,Despota Stefana,Despota Stefana
DESTAN BAJRAKTARI,Destan Bajraktari,Destan Bajraktari
DESTAN BILLUSHA,Destan Billusha,Destan Billusha
DESTAN BYTYÇI,Destan Bytyçi,Destan Bytyci
DESTAN MEHMETI,Destan Mehmeti,Destan Mehmeti
DESTAN MUSLIU,Destan Musliu,Destan Musliu
DESTAN THAÇI,Destan Thaçi,Destan Thaci
DESTAN ZARBINCA,Destan Zarbinca,Destan Zarbinca
DESTANOVCI,Destanovci,Destanovci
DEVAJA,Devaja,Devaja
DEVET JUGOVIĆA,Devet Jugovića,Devet Jugovica
DEVIČKA,Devička,Devicka
DEÇANI,Deçani,Decani
DEČANSKA,Dečanska,Decanska
DHESHKRONJË,Dheshkronjë,Dheshkronje
DHEU I BARDHË,Dheu I Bardhë,Dheu I Bardhe
DHEU I KUQ,Dheu I Kuq,Dheu I Kuq
DHIMITËR FULLANI,Dhimitër Fullani,Dhimiter Fullani
DHIMITËR KAMARDA,Dhimitër Kamarda,Dhimiter Kamarda
DHIMITËR SHUTERIQI,Dhimitër Shuteriqi,Dhimiter Shuteriqi
DHJETORI I KOMBIT,Dhjetori I Kombit,Dhjetori I Kombit
DHORA LEKA,Dhora Leka,Dhora Leka
DHURATA XOXA,Dhurata Xoxa,Dhurata Xoxa
DIASPORA,Diaspora,Diaspora
DIASPORA ZHURJANE,Diaspora Zhurjane,Diaspora Zhurjane
DIBRA,Dibra,Dibra
DIBRA E MADHE,Dibra e Madhe,Dibra e Madhe
DIBRAN BEKTESHI,Dibran Bekteshi,Dibran Bekteshi
DIBRAN BEQA,Dibran Beqa,Dibran Beqa
DIBRAN PALOJA,Dibran Paloja,Dibran Paloja
DIBRAN TAHIRI,Dibran Tahiri,Dibran Tahiri
DIBRANI,Dibrani,Dibrani
DIDARE GJINOLLI,Didare Gjinolli,Didare Gjinolli
DIELLI,Dielli,Dielli
DIELLORËT,Diellorët,Dielloret
DIGA,Diga,Diga
DIJA,Dija,Dija
DIJETARËT E KABASHIT,Dijetarët e Kabashit,Dijetaret e Kabashit
DIJËS,Dijës,Dijes
DIL MRAMORI,Dil Mramori,Dil Mramori
DIMITRIE TUCOVIÇ,Dimitrie Tucoviç,Dimitrie Tucovic
DIMITRIJA POPOVIĆA,Dimitrija Popovića,Dimitrija Popovica
DIMITRIJE TUCOVIQ,Dimitrije Tucoviq,Dimitrije Tucoviq
DIMITRIJE TUCOVČ,Dimitrije Tucovč,Dimitrije Tucovc
DIMITRIJEVA,Dimitrijeva,Dimitrijeva
DIN AHMETI,Din Ahmeti,Din Ahmeti
DIN BAJRUSHI,Din Bajrushi,Din Bajrushi
DIN GODENI,Din Godeni,Din Godeni
DIN HASIQI,Din Hasiqi,Din Hasiqi
DIN HOXHA,Din Hoxha,Din Hoxha
DIN MEHMETI,Din Mehmeti,Din Mehmeti
DIN SPAHIJA,Din Spahija,Din Spahija
DIN TEMAJ,Din Temaj,Din Temaj
DINA,Dina,Dina
DINAJT,Dinajt,Dinajt
DININO SOKAČ,Dinino Sokač,Dinino Sokac
DINOLLI,Dinolli,Dinolli
DINË ALIJAJ,Dinë Alijaj,Dine Alijaj
DINË CENAJ,Dinë Cenaj,Dine Cenaj
DINË NEZIRI,Dinë Neziri,Dine Neziri
DINË ÇEKAJ,Dinë Çekaj,Dine Cekaj
DIOKLECIANI,Diokleciani,Diokleciani
DITA A NËNËS,Dita A Nënës,Dita A Nenes
DITA E FLAMURIT,Dita e Flamurit,Dita e Flamurit
DITA E MËSUESIT,Dita e Mësuesit,Dita e Mesuesit
DITA E PAVARËSISË,Dita e Pavarësisë,Dita e Pavaresise
DITA E ÇLIRIMIT,Dita e Çlirimit,Dita e Clirimit
DITURIA,Dituria,Dituria
DITURISË,Diturisë,Diturise
DITËT E BUJARISË,Ditët e Bujarisë,Ditet e Bujarise
DITËT E KRENARISË,Ditët e Krenarisë,Ditet e Krenarise
DITËT E MINATORIT,Ditët e Minatorit,Ditet e Minatorit
DIVIZIONI I KUKËSIT,Divizioni I Kukësit,Divizioni I Kukesit
DIVJA VERBA,Divja Verba,Divja Verba
DIVJAKA,Divjaka,Divjaka
DJEMTË E ASFALTIT,Djemtë e Asfaltit,Djemte e Asfaltit
DJEMTË E LIRISË,Djemtë e Lirisë,Djemte e Lirise
DJEMTË E VRELLËS,Djemtë e Vrellës,Djemte e Vrelles
DJERRINAT,Djerrinat,Djerrinat
DJURE JAKŠIĆA,Djure Jakšića,Djure Jaksica
DOBRAJ,Dobraj,Dobraj
DOBRATIQI,Dobratiqi,Dobratiqi
DOBRICA ĆOSIĆ,Dobrica Ćosić,Dobrica Cosic
DOBRICE ĆOSIĆA,Dobrice Ćosića,Dobrice Cosica
DOBRUNAJ,Dobrunaj,Dobrunaj
DODA,Doda,Doda
DODONA,Dodona,Dodona
DODË KALAJA,Dodë Kalaja,Dode Kalaja
DOF,Dof,Dof
DOF DŽELOF,Dof Dželof,Dof Dzelof
DOGANDŽIĆEVA,Dogandžićeva,Dogandziceva
DOKLEATËT,Dokleatët,Dokleatet
DOKTOR MUMQILLA,Doktor Mumqilla,Doktor Mumqilla
DOKTORI,Doktori,Doktori
DOKTORËT,Doktorët,Doktoret
DOM LUKA,Dom Luka,Dom Luka
DOM MARTIN BERISHA,Dom Martin Berisha,Dom Martin Berisha
DOM NDOC NIKAJ,Dom Ndoc Nikaj,Dom Ndoc Nikaj
DOM NIKOLLA,Dom Nikolla,Dom Nikolla
DOM NIKOLLË KAÇORRI,Dom Nikollë Kaçorri,Dom Nikolle Kacorri
DOMATES,Domates,Domates
DOMENIK PËRGEGAJ,Domenik Përgegaj,Domenik Pergegaj
DOMGJONI,Domgjoni,Domgjoni
DOMNIT,Domnit,Domnit
DON BOSKO,Don Bosko,Don Bosko
DON MIKEL TARABOLLUZI,Don Mikel Tarabolluzi,Don Mikel Tarabolluzi
DON SHTJEFËN KURTI,Don Shtjefën Kurti,Don Shtjefen Kurti
DON TUNA GLLASNOVIÇ,Don Tuna Gllasnoviç,Don Tuna Gllasnovic
DON ZEF RAMAJ,Don Zef Ramaj,Don Zef Ramaj
DONIKA KASTRIOTI,Donika Kastrioti,Donika Kastrioti
DONIKË KASTRIOTI,Donikë Kastrioti,Donike Kastrioti
DONJA MORAVSKA,Donja Moravska,Donja Moravska
DONJA ČESMA,Donja Česma,Donja Cesma
DONJE MURATEČI,Donje Murateči,Donje Murateci
DORA DISTRIA,Dora Distria,Dora Distria
DORA E ARTË,Dora e Artë,Dora e Arte
DORA VEGMAN,Dora Vegman,Dora Vegman
DORUNTINA,Doruntina,Doruntina
DORČOL,Dorčol,Dorcol
DOSIDEJ OBRADOVIĆ,Dosidej Obradović,Dosidej Obradovic
DOSITEJ OBRADOVIĆ,Dositej Obradović,Dositej Obradovic
DOSITEJA OBRADOVIĆA,Dositeja Obradovića,Dositeja Obradovica
DOSITEJEVA,Dositejeva,Dositejeva
DOSTOJEVSKI,Dostojevski,Dostojevski
DOUNO MAALO,Douno Maalo,Douno Maalo
DOV,Dov,Dov
DOVNI SOKAK,Dovni Sokak,Dovni Sokak
DR ALI HADRI,Dr Ali Hadri,Dr Ali Hadri
DR AVDULLAH VOKRRI,Dr Avdullah Vokrri,Dr Avdullah Vokrri
DR BAHTIR SHEHOLLI,Dr Bahtir Sheholli,Dr Bahtir Sheholli
DR BAJRAM KRASNIQI,Dr Bajram Krasniqi,Dr Bajram Krasniqi
DR GANI AJVAZI,Dr Gani Ajvazi,Dr Gani Ajvazi
DR HASHIM MALOKU,Dr Hashim Maloku,Dr Hashim Maloku
DR NAZIM YMERI,Dr Nazim Ymeri,Dr Nazim Ymeri
DR SHABAN HASHANI,Dr Shaban Hashani,Dr Shaban Hashani
DR SHABAN SYLEJMANI,Dr Shaban Sylejmani,Dr Shaban Sylejmani
DR SHAQIR SHAQIRI,Dr Shaqir Shaqiri,Dr Shaqir Shaqiri
DR VEZIR BAJRAMI,Dr Vezir Bajrami,Dr Vezir Bajrami
DRAGANA FILIPOVIĆA,Dragana Filipovića,Dragana Filipovica
DRAGANA JOVANOVIĆA,Dragana Jovanovića,Dragana Jovanovica
DRAGANA MIHAJLOVIČA,Dragana Mihajloviča,Dragana Mihajlovica
DRAGANA RISTIĆA,Dragana Ristića,Dragana Ristica
DRAGANA TOMIĆA,Dragana Tomića,Dragana Tomica
DRAGAQINA,Dragaqina,Dragaqina
DRAGIŠA IVKOVIČ,Dragiša Ivkovič,Dragisa Ivkovic
DRAGOBIA,Dragobia,Dragobia
DRAGOSHI,Dragoshi,Dragoshi
DRAGOSLAVA ANDRIĆA,Dragoslava Andrića,Dragoslava Andrica
DRAGOSLAVA SREJOVIĆA,Dragoslava Srejovića,Dragoslava Srejovica
DRAGOVAČKA,Dragovačka,Dragovacka
DRAGUSHA,Dragusha,Dragusha
DRAGUTIN JANKOVIĆ,Dragutin Janković,Dragutin Jankovic
DRAGUTINA GAVRILOVIĆA,Dragutina Gavrilovića,Dragutina Gavrilovica
DRANE BOJAXHIU,Drane Bojaxhiu,Drane Bojaxhiu
DRAŽA MIHAJLOVIĆ,Draža Mihajlović,Draza Mihajlovic
DREDHËZAT,Dredhëzat,Dredhezat
DREJTËSIA,Drejtësia,Drejtesia
DRENECI,Dreneci,Dreneci
DRENICA,Drenica,Drenica
DRENICA,Drenica,Drenica
DRENICASËT,Drenicasët,Drenicaset
DRENIT,Drenit,Drenit
DRENOVA,Drenova,Drenova
DRENUSHA,Drenusha,Drenusha
DRENUSHËS,Drenushës,Drenushes
DRILONI,Driloni,Driloni
DRINASI,Drinasi,Drinasi
DRINDOVCI,Drindovci,Drindovci
DRINI,Drini,Drini
DRINI,Drini,Drini
DRINI I BARDHË,Drini I Bardhë,Drini I Bardhe
DRINI I FSHATIT,Drini I Fshatit,Drini I Fshatit
DRINI I ZI,Drini I Zi,Drini I Zi
DRITA,Drita,Drita
DRITA AGOLLI,Drita Agolli,Drita Agolli
DRITA E PARË,Drita e Parë,Drita e Pare
DRITA GËRMIZAJ,Drita Gërmizaj,Drita Germizaj
DRITA KRYEZIU,Drita Kryeziu,Drita Kryeziu
DRITA MUJOTA,Drita Mujota,Drita Mujota
DRITA MUSA,Drita Musa,Drita Musa
DRITA PELINGU,Drita Pelingu,Drita Pelingu
